Time,Data:1
1469726252,5.882352941
1469726252,5.882352941
1469726252,5.882352941
1469726252,5.882352941
1469726252,5.882352941
1469726252,5.882352941
1469726252,5.882352941
1469726252,5.490196078
1469726252,5.098039216
1469726252,5.098039216
1469726252,4.705882353
1469726253,3.921568627
1469726253,3.921568627
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.529411765
1469726253,3.921568627
1469726253,3.921568627
1469726253,3.921568627
1469726253,4.31372549
1469726253,4.705882353
1469726253,5.490196078
1469726253,6.666666667
1469726254,7.058823529
1469726254,7.843137255
1469726254,8.235294118
1469726254,8.62745098
1469726254,9.019607843
1469726254,9.019607843
1469726254,9.411764706
1469726254,9.411764706
1469726254,9.411764706
1469726254,9.019607843
1469726254,8.62745098
1469726254,8.62745098
1469726254,8.62745098
1469726254,7.843137255
1469726254,7.450980392
1469726254,7.058823529
1469726254,7.058823529
1469726254,6.666666667
1469726254,6.666666667
1469726254,6.666666667
1469726255,6.666666667
1469726255,6.666666667
1469726255,6.274509804
1469726255,6.274509804
1469726255,6.274509804
1469726255,6.274509804
1469726255,6.274509804
1469726255,6.274509804
1469726255,5.882352941
1469726255,5.882352941
1469726255,5.490196078
1469726255,5.490196078
1469726255,5.098039216
1469726255,4.31372549
1469726255,2.745098039
1469726255,0
1469726255,0
1469726255,0
1469726255,0
1469726255,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726256,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726257,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726258,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726259,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726260,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726261,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726262,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726263,0
1469726264,0
1469726264,0
1469726264,0
1469726264,0
1469726264,0.784313725
1469726264,1.568627451
1469726264,1.960784314
1469726264,2.352941176
1469726264,2.745098039
1469726264,3.529411765
1469726264,3.921568627
1469726264,3.921568627
1469726264,3.921568627
1469726264,3.921568627
1469726264,3.921568627
1469726264,3.921568627
1469726264,3.529411765
1469726264,3.529411765
1469726264,3.137254902
1469726264,2.745098039
1469726265,2.352941176
1469726265,1.176470588
1469726265,0.784313725
1469726265,0.784313725
1469726265,0.784313725
1469726265,1.176470588
1469726265,1.568627451
1469726265,2.745098039
1469726265,3.529411765
1469726265,3.921568627
1469726265,4.31372549
1469726265,4.31372549
1469726265,4.705882353
1469726265,5.490196078
1469726265,5.882352941
1469726265,5.882352941
1469726265,5.882352941
1469726265,5.882352941
1469726265,5.490196078
1469726265,5.490196078
1469726266,5.490196078
1469726266,5.490196078
